"fuente";"columna";"valores_distintos_en_fuente";"valor";"observaciones"
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_180. Numerador: any_occupational_risk=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_180. Numerador: any_occupational_risk=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_181. Numerador: any_compensation_fund=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_181. Numerador: any_compensation_fund=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_181. Numerador: any_compensation_fund=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_182. Numerador: any_informal=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_182. Numerador: any_informal=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_182. Numerador: any_informal=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_183. Numerador: any_microenterprise=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_183. Numerador: any_microenterprise=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_183. Numerador: any_microenterprise=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_187. Numerador: any_agriculture=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_187. Numerador: any_agriculture=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_187. Numerador: any_agriculture=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_188. Numerador: any_services=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_188. Numerador: any_services=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_188. Numerador: any_services=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_189. Numerador: any_public_employee=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_189. Numerador: any_public_employee=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_189. Numerador: any_public_employee=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_190. Numerador: any_private_employee=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_190. Numerador: any_private_employee=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_190. Numerador: any_private_employee=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_191. Numerador: any_work_home=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_191. Numerador: any_work_home=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_191. Numerador: any_work_home=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_192. Numerador: any_work_street=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_192. Numerador: any_work_street=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_192. Numerador: any_work_street=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_193. Numerador: any_work_field=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_193. Numerador: any_work_field=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_193. Numerador: any_work_field=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_194. Numerador: any_internet_job=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_194. Numerador: any_internet_job=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_194. Numerador: any_internet_job=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_195. Numerador: any_union=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_195. Numerador: any_union=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_195. Numerador: any_union=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_231. Numerador: income_sources>=2. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_231. Numerador: income_sources>=2. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_231. Numerador: income_sources>=2. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_236. Numerador: total_income<=0. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_236. Numerador: total_income<=0. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_236. Numerador: total_income<=0. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_237. Numerador: total_income>0 AND max_person_income/total_income>=0.75. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_237. Numerador: total_income>0 AND max_person_income/total_income>=0.75. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_237. Numerador: total_income>0 AND max_person_income/total_income>=0.75. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_238. Numerador: any_employed_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_238. Numerador: any_employed_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_238. Numerador: any_employed_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_241. Numerador: head_pension_contribution=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_241. Numerador: head_pension_contribution=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_241. Numerador: head_pension_contribution=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_242. Numerador: any_pensioner=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_242. Numerador: any_pensioner=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_242. Numerador: any_pensioner=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_243. Numerador: any_older_without_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_243. Numerador: any_older_without_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_243. Numerador: any_older_without_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_244. Numerador: any_employed_no_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_244. Numerador: any_employed_no_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_244. Numerador: any_employed_no_pension=1. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_245. Numerador: any_old_age_savings=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;132
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_245. Numerador: any_old_age_savings=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";4245
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_245. Numerador: any_old_age_savings=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";759
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_246. Numerador: any_old_age_investments=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;132
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_246. Numerador: any_old_age_investments=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";4245
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_246. Numerador: any_old_age_investments=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";759
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_247. Numerador: any_old_age_children=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;132
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_247. Numerador: any_old_age_children=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";4245
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_247. Numerador: any_old_age_children=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";759
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_248. Numerador: any_old_age_nothing=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;132
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_248. Numerador: any_old_age_nothing=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";4245
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_248. Numerador: any_old_age_nothing=1. El denominador se restringe por disponibilidad: year<=2020. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";759
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_249. Numerador: unemployment_subsidy=1. El denominador se restringe por disponibilidad: unemployment_subsidy_available=1. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;196
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_249. Numerador: unemployment_subsidy=1. El denominador se restringe por disponibilidad: unemployment_subsidy_available=1. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6244
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_249. Numerador: unemployment_subsidy=1. El denominador se restringe por disponibilidad: unemployment_subsidy_available=1. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Estimación anual departamental calculada con FEX_DPTO y la acumulación de las observaciones mensuales del año. No se publica como estimación mensual. Solo se incluyen departamentos con FEX_DPTO disponible; los demás no se completan con FEX_C.";1104
GEIH;METHODOLOGY_NOTE;696;Tasa derivada del conteo GEIH_PI_250. Numerador: safety_severance=1 OR severance_income>0. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS.;198
GEIH;METHODOLOGY_NOTE;696;"Tasa derivada del conteo GEIH_PI_250. Numerador: safety_severance=1 OR severance_income>0. Todos los hogares con peso válido. PESO_HOGAR equivale a FEX_C en NAT/AREA/CLASS y a FEX_DPTO en DEP/DEP_CLASS. Desagregación mensual exploratoria; debe interpretarse con el diseño muestral y no como una estimación territorial oficial.";6363
